player,player_id,team_id,stint,start,end,team_from,trade_id,transaction_type,n_points,n_games,w_bat,w_sp,w_rp,ppg
Patrick Sandoval,40975,13,0,56,147,6,7,Trade,171,12,0,1,0,14.25
Ryan McMahon,33247,6,0,56,113,13,7,Trade,87.5,45,1,0,0,1.9444444444444444
Aaron Hicks,31253,2,1,57,57,NA,NA,Free Agent,6.5,2,1,0,0,3.25
Brandon Marsh,40803,13,3,57,58,NA,NA,Free Agent,-1.5,2,1,0,0,-0.75
Gavin Lux,40423,5,3,57,147,NA,NA,Free Agent,171,68,1,0,0,2.514705882352941
Jon Gray,33203,13,1,57,144,NA,NA,Free Agent,175,11,0,1,0,15.909090909090908
Keegan Thompson,41086,13,3,57,57,NA,NA,Free Agent,6.5,1,0,1,0,6.5
Luis Rengifo,37237,12,1,57,57,NA,NA,Free Agent,1,2,1,0,0,0.5
Ryan Tepera,32107,12,2,57,57,NA,NA,Free Agent,4,1,0,0,1,4
Alejandro Kirk,42081,12,2,58,147,NA,NA,Free Agent,187,70,1,0,0,2.6714285714285713
Andrew McCutchen,28701,2,1,58,147,NA,NA,Free Agent,207.5,71,1,0,0,2.9225352112676055
David Robertson,29172,13,3,58,147,NA,NA,Free Agent,112,28,0,0,1,4
Devin Smeltzer,41120,1,2,58,61,NA,NA,Free Agent,4,1,0,1,0,4
Hunter Dozier,33233,2,2,58,58,NA,NA,Free Agent,0,0,1,0,0,0
Kyle Farmer,33287,12,2,58,88,NA,NA,Free Agent,40.5,16,1,0,0,2.53125
Marco Gonzales,33158,2,2,58,60,NA,NA,Free Agent,19.5,1,0,1,0,19.5
Santiago Espinal,39924,12,2,58,58,NA,NA,Free Agent,0.5,1,1,0,0,0.5
Tyrone Taylor,32783,12,1,58,58,NA,NA,Free Agent,-0.5,1,1,0,0,-0.5
Wil Crowe,40957,13,4,58,58,NA,NA,Free Agent,0,0,NA,NA,NA,0
Christopher Morel,42927,13,1,59,121,NA,NA,Free Agent,103,44,1,0,0,2.340909090909091
Frank Schwindel,34714,12,3,59,60,NA,NA,Free Agent,11,3,1,0,0,3.6666666666666665
Jeffrey Springs,35397,7,1,59,123,NA,NA,Free Agent,98.5,7,0,1,0,14.071428571428571
Jorge Lopez,33833,2,3,59,147,NA,NA,Free Agent,129.5,33,0,0,1,3.9242424242424243
Rowan Wick,34190,13,1,59,59,NA,NA,Free Agent,7.5,1,0,0,1,7.5
Tanner Houck,41009,12,2,59,59,NA,NA,Free Agent,3,1,0,0,1,3
Chad Kuhl,35021,1,5,60,62,NA,NA,Free Agent,0,0,NA,NA,NA,0
Jesus Sanchez,39957,12,3,60,60,NA,NA,Free Agent,0,1,1,0,0,0
Keegan Akin,36724,4,1,60,66,NA,NA,Free Agent,0,0,NA,NA,NA,0
Robert Suarez,4148749,13,1,60,60,NA,NA,Free Agent,0,1,0,0,1,0
Andres Gimenez,37729,5,2,61,147,NA,NA,Free Agent,176.5,71,1,0,0,2.4859154929577465
Andrew Kittredge,35872,13,1,61,65,NA,NA,Free Agent,-2.5,1,0,0,1,-2.5
Edward Cabrera,40944,14,1,61,70,NA,NA,Free Agent,21.5,1,0,1,0,21.5
Garrett Cooper,33398,5,2,61,147,NA,NA,Free Agent,61,36,1,0,0,1.6944444444444444
Hunter Dozier,33233,12,3,61,61,NA,NA,Free Agent,-0.5,1,1,0,0,-0.5
Hunter Greene,39635,6,3,61,72,NA,NA,Free Agent,67.5,3,0,1,0,22.5
Jose Quintana,32106,13,2,61,63,NA,NA,Free Agent,-0.5,1,0,1,0,-0.5
Nathaniel Lowe,40538,6,1,61,63,NA,NA,Free Agent,10,3,1,0,0,3.3333333333333335
Santiago Espinal,39924,12,3,61,81,NA,NA,Free Agent,28,16,1,0,0,1.75
Yimi Garcia,32888,2,1,61,61,NA,NA,Free Agent,0,0,NA,NA,NA,0
Franchy Cordero,33340,12,1,62,63,NA,NA,Free Agent,0,2,1,0,0,0
Graham Ashcraft,4084179,2,1,62,69,NA,NA,Free Agent,22,2,0,1,0,11
Michael Wacha,32640,1,5,62,119,NA,NA,Free Agent,33,4,0,1,0,8.25
Paul Sewald,35009,1,1,63,66,NA,NA,Free Agent,7,2,0,0,1,3.5
Cesar Hernandez,31130,13,1,64,65,NA,NA,Free Agent,1.5,1,1,0,0,1.5
Paul Blackburn,32776,2,4,64,77,NA,NA,Free Agent,27,3,0,1,0,9
Yandy Diaz,33481,6,1,64,67,NA,NA,Free Agent,2.5,2,1,0,0,1.25
Zach Eflin,32804,12,1,64,64,NA,NA,Free Agent,6,1,0,1,0,6
Aaron Hicks,31253,1,2,65,68,NA,NA,Free Agent,2.5,2,1,0,0,1.25
Jesus Sanchez,39957,12,4,65,65,NA,NA,Free Agent,-1,1,1,0,0,-1
Ji-Man Choi,31779,2,2,65,90,NA,NA,Free Agent,43,17,1,0,0,2.5294117647058822
Marco Gonzales,33158,1,3,65,65,NA,NA,Free Agent,8,1,0,1,0,8
Alex Colome,31255,13,1,66,66,NA,NA,Free Agent,8,1,0,0,1,8
Colin Poche,40364,13,1,66,68,NA,NA,Free Agent,3,1,0,0,1,3
Jason Adam,32145,7,2,66,147,NA,NA,Free Agent,125.5,30,0,0,1,4.183333333333334
Matt Swarmer,42767,1,1,66,66,NA,NA,Free Agent,0,1,0,1,0,0
Trent Grisham,34995,12,2,66,67,NA,NA,Free Agent,6.5,3,1,0,0,2.1666666666666665
Zach Eflin,32804,12,2,66,74,NA,NA,Free Agent,3.5,2,0,1,0,1.75
Cole Irvin,39869,4,2,67,67,NA,NA,Free Agent,5.5,1,0,1,0,5.5
Devin Smeltzer,41120,13,3,67,72,NA,NA,Free Agent,-6,1,0,1,0,-6
Gabriel Moreno,42464,11,1,67,73,NA,NA,Free Agent,5,1,1,0,0,5
Jose Trevino,35268,11,1,67,67,NA,NA,Free Agent,0,0,NA,NA,NA,0
Ranger Suarez,39817,1,1,67,86,NA,NA,Free Agent,13.5,2,0,1,0,6.75
Taijuan Walker,31864,13,3,67,79,NA,NA,Free Agent,43.5,2,0,1,0,21.75
Tanner Houck,41009,1,3,67,126,NA,NA,Free Agent,60.5,17,0,0,1,3.5588235294117645
Adam Duvall,32664,6,1,68,70,NA,NA,Free Agent,12,3,1,0,0,4
Cesar Hernandez,31130,11,2,68,72,NA,NA,Free Agent,9.5,6,1,0,0,1.5833333333333333
Hunter Dozier,33233,11,4,68,68,NA,NA,Free Agent,-1.5,1,1,0,0,-1.5
Jake Burger,39882,12,1,68,68,NA,NA,Free Agent,0,1,1,0,0,0
Nathaniel Lowe,40538,6,2,68,69,NA,NA,Free Agent,8,2,1,0,0,4
Wil Crowe,40957,4,5,68,147,NA,NA,Free Agent,58.5,28,0,0,1,2.0892857142857144
Brendan Donovan,41773,13,1,69,69,NA,NA,Free Agent,10,2,1,0,0,5
Brock Burke,39945,9,1,69,81,NA,NA,Free Agent,-3,2,0,0,1,-1.5
Javier Baez,32127,1,1,69,147,NA,NA,Free Agent,124,59,1,0,0,2.1016949152542375
Juan Yepez,4895558,12,3,69,69,NA,NA,Free Agent,-2,1,1,0,0,-2
Mark Melancon,29446,13,3,69,70,NA,NA,Free Agent,1,2,0,0,1,0.5
Nick Wittgren,33267,12,1,69,69,NA,NA,Free Agent,0,0,NA,NA,NA,0
Oscar Gonzalez,39400,11,1,69,71,NA,NA,Free Agent,0,0,1,0,0,0
Brendan Donovan,41773,12,1,70,92,NA,NA,Free Agent,37,21,1,0,0,1.7619047619047619
Jake Diekman,32178,6,2,70,70,NA,NA,Free Agent,1,1,0,0,1,1
John Schreiber,39949,12,1,70,137,NA,NA,Free Agent,102,29,0,0,1,3.5172413793103448
Jon Berti,32273,2,1,70,72,NA,NA,Free Agent,0,0,1,0,0,0
Josiah Gray,41165,12,5,70,116,NA,NA,Free Agent,54.5,4,0,1,0,13.625
Marco Gonzales,33158,13,4,70,70,NA,NA,Free Agent,21,1,0,1,0,21
Zach Davies,33829,12,1,70,72,NA,NA,Free Agent,0,0,NA,NA,NA,0
Alec Bohm,41169,6,3,71,72,NA,NA,Free Agent,5,3,1,0,0,1.6666666666666667
Dane Dunning,36080,13,3,71,74,NA,NA,Free Agent,-0.5,1,0,1,0,-0.5
Drew Smith,39685,13,2,71,72,NA,NA,Free Agent,2,1,0,0,1,2
Jesus Luzardo,39667,12,1,71,72,NA,NA,Free Agent,0,0,NA,NA,NA,0
Jonathan Schoop,31988,6,5,71,71,NA,NA,Free Agent,1,1,1,0,0,1
Yandy Diaz,33481,14,2,71,147,NA,NA,Free Agent,185,58,1,0,0,3.189655172413793
Anthony DeSclafani,33180,6,1,72,72,NA,NA,Free Agent,0,0,NA,NA,NA,0
Luis Garcia,40459,11,1,72,72,NA,NA,Free Agent,3.5,2,1,0,0,1.75
Michael Harris II,42470,9,1,72,147,NA,NA,Free Agent,186.5,65,1,0,0,2.8692307692307693
AJ Pollock,30699,9,1,73,86,NA,NA,Free Agent,16,11,1,0,0,1.4545454545454546
Alexis Diaz,4905920,11,1,73,74,NA,NA,Free Agent,0,0,NA,NA,NA,0
Anthony DeSclafani,33180,12,1,73,76,6,8,Trade,0,0,0,1,0,0
Diego Castillo,39103,12,1,73,73,NA,NA,Free Agent,0,1,0,0,1,0
Eloy Jimenez,33867,6,0,73,147,12,8,Trade,109,40,1,0,0,2.725
Ezequiel Duran,42457,4,1,73,80,NA,NA,Free Agent,0,3,1,0,0,0
Graham Ashcraft,4084179,2,2,73,74,NA,NA,Free Agent,-2.5,1,0,1,0,-2.5
Hunter Greene,39635,12,3,73,121,6,8,Trade,80,6,0,1,0,13.333333333333334
Jesus Luzardo,39667,6,1,73,80,12,8,Trade,0,0,NA,NA,NA,0
Nathaniel Lowe,40538,6,3,73,74,NA,NA,Free Agent,3.5,2,1,0,0,1.75
Paul Sewald,35009,13,2,73,74,NA,NA,Free Agent,4,1,0,0,1,4
Riley Greene,42179,13,1,73,116,NA,NA,Free Agent,74.5,35,1,0,0,2.1285714285714286
Tanner Scott,35135,11,1,73,106,NA,NA,Free Agent,48,14,0,0,1,3.4285714285714284
Adam Ottavino,29705,11,2,74,87,NA,NA,Free Agent,17,4,0,0,1,4.25
Eli Morgan,41324,12,1,74,74,NA,NA,Free Agent,6.5,1,0,0,1,6.5
Adam Cimber,35780,13,1,75,75,NA,NA,Free Agent,0,0,NA,NA,NA,0
Adam Duvall,32664,6,2,75,81,NA,NA,Free Agent,0,7,1,0,0,0
Cesar Hernandez,31130,11,3,75,75,NA,NA,Free Agent,0,0,NA,NA,NA,0
Harrison Bader,35062,8,3,75,147,NA,NA,Free Agent,1.5,7,1,0,0,0.21428571428571427
Jon Berti,32273,2,2,75,120,NA,NA,Free Agent,43.5,20,1,0,0,2.175
Marco Gonzales,33158,12,5,75,76,NA,NA,Free Agent,16.5,1,0,1,0,16.5
Oneil Cruz,39712,12,1,75,134,NA,NA,Free Agent,102,44,1,0,0,2.3181818181818183
Patrick Corbin,31313,13,3,75,77,NA,NA,Free Agent,4.5,1,0,1,0,4.5
Aaron Hicks,31253,11,3,76,83,NA,NA,Free Agent,9,6,1,0,0,1.5
Chad Kuhl,35021,13,6,76,77,NA,NA,Free Agent,3,1,0,1,0,3
Ryan Feltner,4019484,6,1,76,76,NA,NA,Free Agent,-1.5,1,0,1,0,-1.5
Franmil Reyes,33339,12,1,77,84,NA,NA,Free Agent,7.5,6,1,0,0,1.25
Jesus Aguilar,32132,6,4,77,81,NA,NA,Free Agent,5,5,1,0,0,1
Seranthony Dominguez,37793,12,1,77,78,NA,NA,Free Agent,3,1,0,0,1,3
Kendall Graveman,33636,13,2,78,81,NA,NA,Free Agent,6.5,1,0,0,1,6.5
Trent Grisham,34995,13,3,78,80,NA,NA,Free Agent,2,1,1,0,0,2
Zach Davies,33829,2,2,78,80,NA,NA,Free Agent,8.5,1,0,1,0,8.5
Adley Rutschman,42178,1,4,79,147,NA,NA,Free Agent,161,53,1,0,0,3.0377358490566038
Cole Irvin,39869,12,3,79,79,NA,NA,Free Agent,6,1,0,1,0,6
Eli Morgan,41324,12,2,80,83,NA,NA,Free Agent,-3,1,0,0,1,-3
Marco Gonzales,33158,13,6,80,81,NA,NA,Free Agent,17,1,0,1,0,17
Zach Plesac,42169,12,3,80,80,NA,NA,Free Agent,0,0,NA,NA,NA,0
Anthony DeSclafani,33180,1,2,81,86,NA,NA,Free Agent,-12.5,1,0,1,0,-12.5
Beau Brieske,4917779,2,1,81,81,NA,NA,Free Agent,-3.5,1,0,1,0,-3.5
Nathaniel Lowe,40538,6,4,81,97,NA,NA,Free Agent,40,15,1,0,0,2.6666666666666665
Nico Hoerner,41219,4,1,81,147,NA,NA,Free Agent,134,57,1,0,0,2.3508771929824563
Paul Sewald,35009,13,3,81,120,NA,NA,Free Agent,76,15,0,0,1,5.066666666666666
Taijuan Walker,31864,12,4,81,83,NA,NA,Free Agent,0,0,NA,NA,NA,0
Hunter Dozier,33233,6,5,82,84,NA,NA,Free Agent,2.5,3,1,0,0,0.8333333333333334
Isaac Paredes,39706,12,1,82,83,NA,NA,Free Agent,0.5,1,1,0,0,0.5
Jack Suwinski,36754,12,1,82,82,NA,NA,Free Agent,2,1,1,0,0,2
Jarren Duran,41610,9,1,82,97,NA,NA,Free Agent,21.5,12,1,0,0,1.7916666666666667
Jesus Sanchez,39957,6,5,82,82,NA,NA,Free Agent,-1,1,1,0,0,-1
Keegan Thompson,41086,13,4,82,84,NA,NA,Free Agent,10.5,1,0,1,0,10.5
Seranthony Dominguez,37793,13,2,82,82,NA,NA,Free Agent,0,0,NA,NA,NA,0
Tyler Wells,4717904,2,1,82,82,NA,NA,Free Agent,14.5,1,0,1,0,14.5
Emilio Pagan,33403,12,2,83,83,NA,NA,Free Agent,-8.5,1,0,0,1,-8.5
Oscar Gonzalez,39400,6,2,83,83,NA,NA,Free Agent,3,2,1,0,0,1.5
Patrick Corbin,31313,13,4,83,97,NA,NA,Free Agent,52.5,2,0,1,0,26.25
Steven Kwan,41996,2,2,83,84,NA,NA,Free Agent,11.5,3,1,0,0,3.8333333333333335
Dane Dunning,36080,6,4,84,84,NA,NA,Free Agent,14.5,1,0,1,0,14.5
Graham Ashcraft,4084179,12,3,84,85,NA,NA,Free Agent,-14.5,1,0,1,0,-14.5
Juan Yepez,4895558,12,4,84,84,NA,NA,Free Agent,4,1,1,0,0,4
Marco Gonzales,33158,12,7,84,86,NA,NA,Free Agent,12,1,0,1,0,12
Seranthony Dominguez,37793,12,3,84,85,NA,NA,Free Agent,0,0,NA,NA,NA,0
Zach Jackson,36002,11,1,84,87,NA,NA,Free Agent,6.5,1,0,0,1,6.5
Carlos Santana,30280,6,3,85,85,NA,NA,Free Agent,1,1,1,0,0,1
Harold Ramirez,33259,12,1,85,91,NA,NA,Free Agent,23.5,7,1,0,0,3.357142857142857
Isaac Paredes,39706,13,2,85,123,NA,NA,Free Agent,31.5,20,1,0,0,1.575
Juan Yepez,4895558,2,4,85,93,NA,NA,Free Agent,13.5,7,1,0,0,1.9285714285714286
Kolten Wong,32061,12,1,85,147,NA,NA,Free Agent,114.5,48,1,0,0,2.3854166666666665
Santiago Espinal,39924,6,4,85,94,NA,NA,Free Agent,27.5,10,1,0,0,2.75
Colin Poche,40364,12,2,86,87,NA,NA,Free Agent,0,0,NA,NA,NA,0
Taijuan Walker,31864,12,5,86,133,NA,NA,Free Agent,108,6,0,1,0,18
William Contreras,39895,6,2,86,88,NA,NA,Free Agent,2.5,1,1,0,0,2.5
Evan Longoria,28639,9,1,87,91,NA,NA,Free Agent,2.5,4,1,0,0,0.625
Paul Blackburn,32776,1,5,87,87,NA,NA,Free Agent,24.5,1,0,1,0,24.5
Steven Kwan,41996,1,3,87,87,NA,NA,Free Agent,0,0,1,0,0,0
Zach Plesac,42169,12,4,87,100,NA,NA,Free Agent,24,3,0,1,0,8
Cesar Hernandez,31130,11,4,88,92,NA,NA,Free Agent,-0.5,5,1,0,0,-0.1
Chad Kuhl,35021,1,7,88,126,NA,NA,Free Agent,-16,6,0,1,0,-2.6666666666666665
Devin Smeltzer,41120,11,4,88,92,NA,NA,Free Agent,14,1,0,1,0,14
Hector Neris,32377,12,1,88,88,NA,NA,Free Agent,5,1,0,0,1,5
Jose Quintana,32106,11,3,88,92,NA,NA,Free Agent,14,1,0,1,0,14
Keegan Thompson,41086,1,5,88,136,NA,NA,Free Agent,57,7,0,1,0,8.142857142857142
Carlos Santana,30280,6,4,89,89,NA,NA,Free Agent,7,1,1,0,0,7
Eli Morgan,41324,12,3,89,91,NA,NA,Free Agent,1,1,0,0,1,1
Franmil Reyes,33339,12,2,89,89,NA,NA,Free Agent,2,2,1,0,0,1
Ha-Seong Kim,4089862,7,3,89,91,NA,NA,Free Agent,3.5,1,1,0,0,3.5
Marco Gonzales,33158,14,8,90,147,NA,NA,Free Agent,62.5,5,0,1,0,12.5
Seranthony Dominguez,37793,12,4,90,95,NA,NA,Free Agent,9.5,3,0,0,1,3.1666666666666665
Yusei Kikuchi,41415,6,3,90,90,NA,NA,Free Agent,-6.5,1,0,1,0,-6.5
David Peterson,40921,2,2,91,91,NA,NA,Free Agent,4.5,1,0,1,0,4.5
Franmil Reyes,33339,6,3,91,91,NA,NA,Free Agent,5.5,1,1,0,0,5.5
Alex Kirilloff,40636,9,1,92,112,NA,NA,Free Agent,14,13,1,0,0,1.0769230769230769
Carlos Santana,30280,6,5,92,92,NA,NA,Free Agent,4,1,1,0,0,4
Eddie Rosario,31944,2,1,92,113,NA,NA,Free Agent,18,14,1,0,0,1.2857142857142858
Jack Suwinski,36754,12,2,92,92,NA,NA,Free Agent,-0.5,2,1,0,0,-0.25
Kyle Farmer,33287,12,3,92,92,NA,NA,Free Agent,-0.5,2,1,0,0,-0.25
Tyler Wells,4717904,7,2,92,94,NA,NA,Free Agent,2,1,0,1,0,2
Aaron Hicks,31253,11,4,93,98,NA,NA,Free Agent,16,4,1,0,0,4
Andres Munoz,40939,11,1,93,99,NA,NA,Free Agent,22,4,0,0,1,5.5
Corey Knebel,33206,11,1,93,104,NA,NA,Free Agent,8,2,0,0,1,4
Darick Hall,40889,12,1,93,93,NA,NA,Free Agent,0,1,1,0,0,0
Harold Ramirez,33259,12,2,93,102,NA,NA,Free Agent,27.5,10,1,0,0,2.75
Jesus Sanchez,39957,12,6,93,93,NA,NA,Free Agent,-1,1,1,0,0,-1
Marcus Stroman,32815,6,1,93,104,NA,NA,Free Agent,0,0,0,1,0,0
Clay Holmes,32827,4,2,94,147,6,9,Trade,2,13,0,0,1,0.15384615384615385
Craig Kimbrel,30653,6,0,94,147,4,9,Trade,45,16,0,0,1,2.8125
Franmil Reyes,33339,12,4,94,102,NA,NA,Free Agent,8.5,9,1,0,0,0.9444444444444444
Genesis Cabrera,41061,12,1,94,95,NA,NA,Free Agent,3,1,0,0,1,3
Kyle Freeland,33839,2,2,94,94,NA,NA,Free Agent,2,1,0,1,0,2
Mark Canha,31670,4,0,94,147,6,9,Trade,106,40,1,0,0,2.65
Carlos Santana,30280,6,6,95,131,NA,NA,Free Agent,47.5,25,1,0,0,1.9
Jose Quintana,32106,7,4,95,95,NA,NA,Free Agent,2,1,0,1,0,2
Ramon Laureano,35142,6,1,95,95,NA,NA,Free Agent,-1,1,1,0,0,-1
William Contreras,39895,2,3,95,95,NA,NA,Free Agent,1.5,1,1,0,0,1.5
Aaron Ashby,41325,6,3,96,103,NA,NA,Free Agent,7.5,1,0,1,0,7.5
Adam Duvall,32664,12,3,96,96,NA,NA,Free Agent,0,0,NA,NA,NA,0
Andrew Chafin,32810,12,1,96,96,NA,NA,Free Agent,3.5,1,0,0,1,3.5
Juan Yepez,4895558,2,5,96,97,NA,NA,Free Agent,1,2,1,0,0,0.5
Tyler Wells,4717904,7,3,96,109,NA,NA,Free Agent,10,1,0,1,0,10
Gavin Sheets,40700,12,1,97,97,NA,NA,Free Agent,-1,1,1,0,0,-1
Kendall Graveman,33636,12,3,97,97,NA,NA,Free Agent,2.5,1,0,0,1,2.5
Aledmys Diaz,33390,12,1,98,99,NA,NA,Free Agent,1,1,1,0,0,1
Brady Singer,41172,6,1,98,98,NA,NA,Free Agent,17.5,1,0,1,0,17.5
Chris Flexen,36067,2,4,98,98,NA,NA,Free Agent,14.5,1,0,1,0,14.5
Kyle Lewis,36188,9,2,98,127,NA,NA,Free Agent,7,14,1,0,0,0.5
Matt Carpenter,31015,9,2,98,124,NA,NA,Free Agent,66,21,1,0,0,3.142857142857143
Paul Blackburn,32776,13,6,98,106,NA,NA,Free Agent,7,1,0,1,0,7
Tanner Rainey,38582,12,2,98,98,NA,NA,Free Agent,0,0,NA,NA,NA,0
Evan Phillips,37911,12,1,99,99,NA,NA,Free Agent,4,1,0,0,1,4
Jesus Aguilar,32132,11,5,99,108,NA,NA,Free Agent,8.5,7,1,0,0,1.2142857142857142
Nathaniel Lowe,40538,6,5,99,102,NA,NA,Free Agent,4.5,4,1,0,0,1.125
Steven Kwan,41996,14,4,99,147,NA,NA,Free Agent,120.5,36,1,0,0,3.3472222222222223
Will Smith,31549,2,3,99,99,NA,NA,Free Agent,0,0,NA,NA,NA,0
Adam Duvall,32664,12,4,100,104,NA,NA,Free Agent,13,3,1,0,0,4.333333333333333
Ji-Man Choi,31779,2,3,100,101,NA,NA,Free Agent,0,2,1,0,0,0
Seranthony Dominguez,37793,12,5,100,100,NA,NA,Free Agent,5.5,1,0,0,1,5.5
Yasmani Grandal,30950,6,1,100,102,NA,NA,Free Agent,0,0,NA,NA,NA,0
Zach Jackson,36002,11,2,100,111,NA,NA,Free Agent,30.5,6,0,0,1,5.083333333333333
Adam Ottavino,29705,12,3,101,101,NA,NA,Free Agent,8.5,1,0,0,1,8.5
Scott Effross,40622,12,1,101,101,NA,NA,Free Agent,7,1,0,0,1,7
Daniel Vogelbach,32851,12,2,102,102,NA,NA,Free Agent,3,1,1,0,0,3
Eli Morgan,41324,12,4,102,102,NA,NA,Free Agent,0,0,NA,NA,NA,0
Jake Odorizzi,31654,2,1,102,105,NA,NA,Free Agent,9.5,1,0,1,0,9.5
Aaron Hicks,31253,12,5,103,109,NA,NA,Free Agent,7.5,5,1,0,0,1.5
Anthony Bass,31144,4,3,103,147,NA,NA,Free Agent,59,19,0,0,1,3.1052631578947367
Gary Sanchez,31095,6,1,103,106,NA,NA,Free Agent,0,0,NA,NA,NA,0
Hector Neris,32377,12,2,103,106,NA,NA,Free Agent,-3.5,1,0,0,1,-3.5
Jesus Luzardo,39667,6,2,103,147,NA,NA,Free Agent,108,6,0,1,0,18
Ramon Laureano,35142,12,2,103,113,NA,NA,Free Agent,10.5,8,1,0,0,1.3125
Wandy Peralta,36036,12,1,103,106,NA,NA,Free Agent,0,0,NA,NA,NA,0
David Peterson,40921,6,3,104,106,NA,NA,Free Agent,0,0,NA,NA,NA,0
Isiah Kiner-Falefa,33572,11,3,105,106,NA,NA,Free Agent,3.5,2,1,0,0,1.75
Lou Trivino,35844,12,2,105,106,NA,NA,Free Agent,4.5,1,0,0,1,4.5
Marcus Stroman,32815,4,1,105,147,6,10,Trade,78.5,7,0,1,0,11.214285714285714
Ozzie Albies,33783,6,0,105,147,4,10,Trade,0,0,NA,NA,NA,0
Lance McCullers Jr.,32764,2,2,106,147,NA,NA,Free Agent,30.5,2,0,1,0,15.25
Andres Munoz,40939,12,2,107,147,NA,NA,Free Agent,61.5,14,0,0,1,4.392857142857143
Braxton Garrett,40971,12,1,107,112,NA,NA,Free Agent,30,2,0,1,0,15
Bryan Abreu,41208,11,1,107,111,NA,NA,Free Agent,12.5,2,0,0,1,6.25
Cole Irvin,39869,12,4,107,107,NA,NA,Free Agent,28.5,1,0,1,0,28.5
Kendall Graveman,33636,11,4,107,109,NA,NA,Free Agent,3.5,2,0,0,1,1.75
Max Meyer,4345164,6,1,107,108,NA,NA,Free Agent,2.5,1,0,1,0,2.5
Yasmani Grandal,30950,6,2,107,136,NA,NA,Free Agent,31,24,1,0,0,1.2916666666666667
Brady Singer,41172,12,2,108,108,NA,NA,Free Agent,28.5,1,0,1,0,28.5
Franmil Reyes,33339,13,5,108,108,NA,NA,Free Agent,-0.5,2,1,0,0,-0.25
Jose Quintana,32106,2,5,108,108,NA,NA,Free Agent,25.5,1,0,1,0,25.5
Aaron Ashby,41325,6,4,109,123,NA,NA,Free Agent,43,3,0,1,0,14.333333333333334
Ian Anderson,40916,13,2,109,109,NA,NA,Free Agent,-12.5,1,0,1,0,-12.5
Leody Taveras,34951,12,1,109,117,NA,NA,Free Agent,16.5,9,1,0,0,1.8333333333333333
Nathaniel Lowe,40538,2,6,109,147,NA,NA,Free Agent,117,36,1,0,0,3.25
Paul Blackburn,32776,2,7,109,109,NA,NA,Free Agent,-14,1,0,1,0,-14
Cole Irvin,39869,7,5,110,147,NA,NA,Free Agent,105,7,0,1,0,15
Jake Odorizzi,31654,13,2,110,111,NA,NA,Free Agent,-2.5,1,0,1,0,-2.5
Jarren Duran,41610,12,2,110,110,NA,NA,Free Agent,0,1,1,0,0,0
JT Brubaker,41460,2,1,110,110,NA,NA,Free Agent,13.5,1,0,1,0,13.5
Santiago Espinal,39924,11,5,110,110,NA,NA,Free Agent,0,0,NA,NA,NA,0
Corey Knebel,33206,11,2,111,111,NA,NA,Free Agent,4,1,0,0,1,4
Felix Bautista,4905859,2,1,111,111,NA,NA,Free Agent,0,0,NA,NA,NA,0
Santiago Espinal,39924,12,5,111,113,NA,NA,Free Agent,-1,1,1,0,0,-1
Seranthony Dominguez,37793,9,6,111,137,NA,NA,Free Agent,39,9,0,0,1,4.333333333333333
Adam Cimber,35780,11,2,112,113,NA,NA,Free Agent,4.5,1,0,0,1,4.5
Dustin May,40937,2,1,112,147,NA,NA,Free Agent,17,1,0,1,0,17
Dylan Floro,33852,11,1,112,112,NA,NA,Free Agent,5,1,0,0,1,5
Evan Phillips,37911,11,2,112,114,NA,NA,Free Agent,7,1,0,0,1,7
Gio Urshela,32721,9,2,112,131,NA,NA,Free Agent,22,10,1,0,0,2.2
Ranger Suarez,39817,13,2,112,115,NA,NA,Free Agent,26.5,1,0,1,0,26.5
Ron Marinaccio,4228723,11,1,112,112,NA,NA,Free Agent,0,0,NA,NA,NA,0
Aaron Hicks,31253,12,6,113,115,NA,NA,Free Agent,1,3,1,0,0,0.3333333333333333
Alec Bohm,41169,9,4,113,147,NA,NA,Free Agent,80.5,31,1,0,0,2.596774193548387
Austin Riley,34982,14,0,113,147,9,11,Trade,81,30,1,0,0,2.7
Franmil Reyes,33339,11,6,113,113,NA,NA,Free Agent,-0.5,1,1,0,0,-0.5
Jacob deGrom,32796,9,0,113,147,14,11,Trade,120,5,0,1,0,24
James Karinchak,40715,11,1,113,113,NA,NA,Free Agent,3,1,0,0,1,3
Jose Quintana,32106,8,6,113,147,NA,NA,Free Agent,69.5,6,0,1,0,11.583333333333334
Max Fried,32685,14,0,113,147,9,11,Trade,104.5,5,0,1,0,20.9
Nolan Jones,37340,9,1,113,127,NA,NA,Free Agent,-2,7,1,0,0,-0.2857142857142857
Rafael Devers,33859,9,0,113,147,14,11,Trade,46,25,1,0,0,1.84
Aroldis Chapman,30442,11,1,114,114,NA,NA,Free Agent,4,1,0,0,1,4
Brady Singer,41172,11,3,114,119,NA,NA,Free Agent,1.5,1,0,1,0,1.5
Chas McCormick,40574,12,1,114,115,NA,NA,Free Agent,1,1,1,0,0,1
Emilio Pagan,33403,11,3,114,115,NA,NA,Free Agent,6.5,1,0,0,1,6.5
Felix Bautista,4905859,2,2,114,114,NA,NA,Free Agent,0,0,NA,NA,NA,0
Hunter Dozier,33233,4,6,114,115,NA,NA,Free Agent,0,0,1,0,0,0
Nick Lodolo,42433,6,1,114,116,NA,NA,Free Agent,23,1,0,1,0,23
